element_type,has_alt,has_label,has_aria,contrast_ratio,is_interactive,issue_severity
img,1,0,0,11.51099340300459,0,minor
button,1,0,0,11.567042451024719,0,minor
textarea,0,1,0,20.2293491810202,1,moderate
select,0,1,0,7.417627980732867,1,moderate
textarea,0,1,1,10.590822502124567,0,minor
button,1,0,0,17.23427195441668,1,moderate
select,1,1,1,16.178244977740594,0,minor
textarea,1,0,0,6.315988438573451,1,serious
img,1,1,0,4.021820952107717,1,moderate
div,1,1,1,15.014091523747364,1,minor
select,1,1,1,6.153123536143895,1,minor
a,0,1,1,19.453516570484823,1,minor
a,0,1,1,3.5849538797845217,1,moderate
input,0,0,1,7.36630400269553,1,serious
select,0,1,0,2.0957449384982754,0,critical
div,0,0,1,15.066106137267562,1,minor
button,1,0,1,18.825252978307965,0,minor
img,1,0,0,13.717490546620141,1,moderate
input,1,0,0,19.755060310229673,0,serious
a,1,0,1,3.570079570024193,1,moderate
button,1,0,1,2.754678545253978,1,critical
button,1,0,1,17.768254623347417,0,minor
img,0,0,0,18.110223507730154,1,serious
select,1,1,1,17.62079054214256,1,minor
a,1,1,0,16.979298050674913,1,moderate
div,1,0,0,8.244567278773204,1,moderate
button,1,0,0,5.349241671827755,1,moderate
img,0,0,0,19.5760803999558,0,serious
div,0,1,1,7.140003656966679,1,minor
select,1,1,0,8.968153643280644,0,minor
a,0,0,0,14.991179189032664,0,minor
select,0,0,1,6.867121599879752,0,serious
button,1,1,0,17.382604431220024,0,minor
div,1,1,1,2.400692472635625,0,critical
div,1,0,0,16.823653347778688,0,minor
div,1,0,1,13.037026452356084,0,minor
button,1,0,0,12.459872882271858,0,minor
button,0,0,0,10.167540782773214,1,moderate
select,1,1,1,6.540911925668448,0,minor
input,1,1,0,10.281405708624732,1,moderate
select,1,0,0,10.000570240373747,0,serious
a,0,0,1,12.675083775661399,0,minor
img,1,0,0,6.631485717110605,1,moderate
div,1,1,0,2.5519116395229804,0,critical
input,1,0,1,3.901788932782765,1,serious
img,0,0,1,14.983548629231457,0,serious
input,1,0,1,1.4498465927108097,1,serious
textarea,1,1,1,18.128860892908598,1,minor
select,1,0,1,14.887946549598267,0,serious
button,0,1,0,16.361730826154325,0,minor
div,1,0,1,17.719688981869496,0,minor
select,1,0,0,3.454208878603623,0,serious
img,1,0,1,17.449021819401327,1,minor
textarea,0,1,0,11.092848753181126,1,moderate
textarea,1,0,0,18.710476775063942,1,serious
textarea,1,0,1,18.73173202120687,1,serious
img,1,1,0,1.4835608750834042,1,critical
img,0,1,0,8.657304309670778,1,serious
img,0,1,1,11.527975917305469,1,serious
img,1,0,1,14.56720179565804,0,minor
textarea,0,1,1,6.7237249336826785,0,minor
textarea,0,0,1,6.042845213293045,0,serious
input,0,1,0,8.625314381780946,0,minor
select,1,1,0,11.018773834997889,0,minor
div,1,1,0,20.022924628108267,0,minor
button,0,0,0,16.242169333948752,0,minor
textarea,0,0,0,9.586423338754106,0,serious
button,0,0,0,2.0873235688036753,1,critical
select,1,0,1,4.370411842875187,0,serious
select,1,0,0,10.11848848638834,0,serious
button,0,0,0,17.276518001974086,0,minor
textarea,0,0,0,8.613910713546879,1,serious
button,0,0,1,11.769933014901195,0,minor
input,0,0,1,18.836097721702043,1,serious
a,1,1,1,19.27592518853258,1,minor
textarea,0,1,1,5.315499928853788,0,minor
textarea,1,0,0,1.8718984358518878,1,serious
div,0,0,0,7.108210619430299,0,minor
img,0,0,0,14.916046296515603,0,serious
a,0,0,1,20.02224401952533,0,minor
select,0,1,0,2.5406399996822784,1,critical
textarea,0,1,0,1.5696762109854303,0,critical
button,1,0,0,18.682944259714436,0,minor
a,0,1,1,15.962905382062823,0,minor
div,0,1,1,20.844971583111505,1,minor
select,0,0,1,8.935857629313062,1,serious
img,1,0,0,9.321018102735387,1,moderate
img,1,0,0,4.446236745948992,1,moderate
div,1,0,0,3.3169430519467693,0,moderate
div,1,1,0,12.574360211804759,0,minor
button,0,0,1,8.28570002589665,1,minor
textarea,0,1,0,2.6063289589049012,0,critical
img,0,0,1,18.739741390466396,1,serious
select,1,1,0,4.967129364986661,0,minor
a,0,0,1,15.971686940070656,0,minor
select,0,0,0,6.644571922362223,1,serious
input,1,1,0,17.258096615055983,1,moderate
input,1,1,1,3.367936828553081,0,moderate
div,1,1,1,16.12143220443523,1,minor
button,0,0,0,2.9623774780102488,0,critical
input,0,1,0,9.938315757138867,0,minor
img,1,1,0,15.680087011992091,0,minor
select,0,1,1,4.464367623738012,0,moderate
select,1,1,0,6.713299776934459,1,moderate
div,1,1,1,18.295339841843955,0,minor
textarea,0,1,0,18.70238641815292,0,minor
textarea,1,1,0,1.8987090490545246,0,critical
a,1,1,0,4.3618117070595055,1,moderate
div,1,1,0,3.34943880545718,0,moderate
a,0,0,1,4.593861893026061,1,minor
textarea,1,0,1,20.40375448612545,1,serious
div,1,1,0,12.03310497580913,1,moderate
div,1,0,0,10.362247809098536,1,moderate
div,1,0,0,20.68934746185232,1,moderate
textarea,1,1,1,12.139122597214708,1,minor
a,1,1,0,14.222358546910492,1,moderate
a,1,1,1,7.655410920983604,0,minor
div,0,1,1,8.642297290190372,0,minor
input,0,1,1,12.888187676181461,1,minor
button,1,1,1,2.395715680009295,1,critical
textarea,0,0,0,6.117657720895503,1,serious
button,0,1,0,4.936234989206142,0,minor
button,1,0,1,1.317867862800072,1,critical
a,0,1,0,11.738025410408438,0,minor
a,1,1,0,12.221056790477581,0,minor
input,1,0,0,8.678784460745177,1,serious
button,1,1,1,6.374549389295817,0,minor
button,1,1,0,14.041197519892496,1,moderate
div,1,0,0,3.6931832276891376,1,moderate
a,0,1,0,11.372300632706681,1,moderate
button,1,0,0,16.3614797162124,0,minor
select,0,1,0,4.285959679049446,1,moderate
input,1,1,0,16.065190771916374,0,minor
select,1,0,0,16.21589018306796,1,serious
select,1,1,0,2.198532964609098,1,critical
textarea,0,0,0,1.3756865217436367,1,serious
textarea,1,0,0,20.478708119763898,1,serious
input,1,0,1,4.867653189976499,1,serious
select,1,1,0,17.442784182002057,0,minor
button,1,1,1,12.237013060905971,1,minor
a,0,0,0,6.289443150739936,1,moderate
input,1,1,1,3.5994087323762516,1,moderate
div,0,1,1,10.93354547155455,0,minor
select,1,1,0,9.147096232588996,1,moderate
input,0,0,1,14.977721702341357,1,serious
img,0,1,1,19.083370990954535,1,serious
img,1,0,1,17.104961739268767,1,minor
textarea,1,1,0,6.489041004096238,0,minor
a,0,1,1,18.578664369046116,1,minor
button,1,0,1,17.667826282092083,0,minor
a,1,1,0,19.582724674435365,0,minor
a,1,0,1,10.173216420759754,0,minor
a,0,1,1,16.37150344818797,0,minor
a,1,0,1,12.833161310473407,1,minor
div,1,1,0,7.210055050989666,1,moderate
div,1,1,1,20.888620050855266,0,minor
textarea,0,1,0,1.766149336793227,0,critical
input,1,0,1,4.245451451181493,0,serious
img,0,0,1,18.850847250637898,1,serious
a,1,0,1,2.2112568682526703,0,critical
textarea,0,1,1,18.736413346870435,0,minor
input,1,0,0,15.304429521164018,0,serious
img,1,0,1,1.7336801078908461,0,critical
select,0,0,0,9.586400857083532,0,serious
button,0,0,1,16.089429500044744,1,minor
div,0,0,0,12.662005692615994,0,minor
select,1,0,1,19.71742583928916,1,serious
img,1,0,1,18.352880658239997,1,minor
select,1,0,0,7.652952706682919,1,serious
button,1,0,0,2.692543910401807,1,critical
textarea,0,0,0,19.885140792913027,1,serious
img,1,1,0,11.345735355358531,0,minor
select,1,1,1,2.4879524874389705,1,critical
div,1,0,0,17.33151226718559,1,moderate
div,1,1,0,18.370129413707822,0,minor
input,1,1,0,13.788492803531419,1,moderate
select,1,0,1,9.950179313726798,0,serious
a,1,0,1,14.243460246471454,0,minor
select,0,0,1,15.133673914102472,0,serious
textarea,1,1,1,18.86059916171936,0,minor
img,1,0,0,20.11723360749476,0,minor
img,1,1,1,11.286418647818227,1,minor
textarea,1,0,0,16.96989067053125,0,serious
select,0,1,1,20.290191119833096,0,minor
textarea,0,1,0,4.02486676293932,1,moderate
button,0,0,0,1.3653596321935337,1,critical
textarea,0,0,0,18.37927545696588,1,serious
div,0,1,0,4.905466664943216,1,moderate
textarea,0,1,0,1.849575332636019,0,critical
img,1,0,1,4.201922753148891,1,moderate
div,0,0,0,8.682298224875385,0,minor
img,0,1,0,5.3853140318516015,1,serious
input,1,0,0,7.105072582008861,1,serious
a,0,1,0,20.505881028600925,1,moderate
img,1,0,1,15.0881108832515,1,minor
div,1,0,1,15.24383456506408,1,minor
input,0,0,0,2.8937074945584564,0,serious
img,1,1,0,15.641967396453834,0,minor
button,0,0,0,15.786886659106099,0,minor
textarea,0,1,0,14.194900368132645,1,moderate
a,1,0,1,5.568725919957501,0,minor
img,1,1,1,9.460723581643698,1,minor
input,0,1,0,17.925529093392505,1,moderate
button,1,0,0,14.404032586812527,0,minor
select,1,1,0,15.655376699998046,0,minor
input,0,1,0,12.747488002516178,1,moderate
textarea,0,1,0,9.991731982235569,1,moderate
input,1,1,1,16.181040201342164,0,minor
button,0,0,1,2.358516287326099,1,critical
input,0,0,0,14.463214655605283,0,serious
button,0,0,1,20.944090157013584,0,minor
img,0,1,1,16.603838589360635,1,serious
button,0,1,1,6.811270231549106,1,minor
button,0,0,0,6.556389894107612,1,moderate
a,0,0,1,14.344372211869178,1,minor
button,1,1,1,18.917085140170606,0,minor
button,0,0,0,12.558994816956858,1,moderate
select,1,0,1,11.548045743401167,0,serious
img,1,1,0,4.207682676873427,0,moderate
textarea,1,0,1,15.309139107196332,1,serious
a,0,1,0,15.045972392757815,0,minor
select,0,0,0,20.339027846676952,1,serious
div,1,1,1,7.003843686113289,1,minor
img,0,1,1,16.128909527350636,0,serious
img,1,1,0,9.681305223952581,0,minor
div,0,1,0,12.169455832322699,0,minor
textarea,0,1,1,17.329077112011163,1,minor
button,1,0,1,5.439900900379512,1,minor
select,1,0,1,7.857374790548299,0,serious
input,1,0,1,16.46617340395194,1,serious
a,0,1,0,12.409158305757218,1,moderate
input,1,0,0,2.848458338101404,0,serious
div,0,1,0,9.60371733557026,1,moderate
img,0,1,1,12.732666259460327,0,serious
textarea,0,0,1,19.190346328901054,0,serious
img,1,1,0,4.769760998772773,0,minor
a,1,0,0,17.119059367549657,1,moderate
img,1,1,0,3.612489661531827,0,moderate
img,0,1,0,5.844713201516145,0,serious
a,0,0,0,5.866877669802461,0,minor
select,1,1,0,18.54958391817665,0,minor
select,0,0,1,4.980353840299742,1,serious
a,0,1,0,16.739214539708183,0,minor
textarea,1,0,0,10.236130680392398,1,serious
div,1,1,0,20.981815355946214,0,minor
img,1,0,0,17.781829973042107,1,moderate
textarea,0,0,0,15.794062688956359,1,serious
img,0,1,0,18.41452613304391,1,serious
div,0,0,0,13.680607852100671,1,moderate
select,0,1,1,17.873045130569952,0,minor
textarea,0,1,0,6.222536947229117,0,minor
button,1,0,1,2.9540642220214988,1,critical
button,0,0,1,13.318640141733376,1,minor
button,0,0,1,9.69380785327172,1,minor
select,0,0,0,9.528815905848639,0,serious
select,1,0,0,11.534957048600923,1,serious
div,1,1,0,8.22765223131085,1,moderate
img,1,0,0,13.521190628856582,0,minor
div,0,1,0,1.6113673469525982,0,critical
div,1,0,0,20.397826837635264,0,minor
select,1,0,0,19.494179840911407,0,serious
button,1,0,0,19.70540325163867,0,minor
input,0,1,0,8.300069911674367,0,minor
img,1,0,0,11.637819153181995,1,moderate
select,0,1,1,20.082612061151504,1,minor
button,0,1,0,19.04692112855173,0,minor
textarea,1,1,0,16.804889518022947,1,moderate
input,0,0,0,9.146631796951848,0,serious
input,1,1,1,12.28678446364347,1,minor
select,0,0,0,16.85824948433295,0,serious
a,1,1,0,6.4602399108006345,0,minor
img,1,0,1,13.528987364562227,1,minor
input,1,1,0,17.558686497037137,1,moderate
select,0,0,1,15.149095834658027,0,serious
select,1,0,1,10.589612623820013,0,serious
button,0,0,1,12.692167191103167,0,minor
textarea,1,1,1,20.77351086291588,0,minor
a,0,1,0,13.039755892944202,0,minor
img,0,0,1,16.712355080372873,0,serious
div,1,1,1,15.532095287553252,1,minor
textarea,1,1,0,15.029812310587264,1,moderate
textarea,1,1,0,15.32738110228087,1,moderate
button,1,1,0,10.088195025629277,1,moderate
input,1,1,1,10.483203490362506,1,minor
input,0,1,0,10.357254747215647,0,minor
button,1,1,1,1.6650921442521618,0,critical
select,1,0,1,5.82130660664647,1,serious
input,0,0,0,4.091280132997656,0,serious
a,1,1,0,18.728900227945147,1,moderate
img,1,0,0,6.49938732905898,1,moderate
textarea,0,0,0,3.768852689310808,0,serious
textarea,1,0,0,3.395338638217699,0,serious
a,1,1,0,14.999796691043173,1,moderate
input,1,1,1,1.1216662182991857,1,critical
textarea,0,1,1,10.426088035130164,1,minor
div,1,1,0,3.377422111963925,1,moderate
img,0,1,1,17.993267552718102,0,serious
img,1,0,1,20.169007129049163,1,minor
textarea,0,1,1,20.175092324298074,0,minor
button,1,0,1,9.839282178935386,1,minor
textarea,0,1,1,13.89029648869593,1,minor
button,0,0,1,12.994082730214892,0,minor
textarea,0,1,0,8.00077802771906,0,minor
div,0,1,0,9.881289828410623,0,minor
select,0,1,0,2.2864739446657136,0,critical
img,0,1,1,16.913980653429746,0,serious
textarea,1,1,0,5.816070243092381,1,moderate
div,1,1,0,10.210546622727524,1,moderate
button,0,0,0,10.612414672332878,1,moderate
button,0,1,1,12.214234783026365,0,minor
img,0,0,0,17.3575327577618,0,serious
a,0,1,1,14.837620923674994,0,minor
textarea,1,0,0,14.26126098258384,1,serious
input,0,0,0,11.534909916098796,0,serious
button,1,0,0,2.9191150989317984,1,critical
select,1,0,1,9.040169433017228,1,serious
select,0,0,1,20.146337025811043,1,serious
button,0,0,1,20.91096150576505,0,minor
a,1,1,1,15.609962922018365,1,minor
a,1,0,1,5.550299261492901,1,minor
div,0,1,0,3.0378129200679185,1,moderate
select,0,1,0,9.295287180923985,0,minor
div,0,0,1,18.131438047186712,1,minor
select,1,0,1,15.43728479790001,0,serious
textarea,1,1,0,18.677844750822096,0,minor
textarea,0,0,1,13.315526293953045,1,serious
input,1,0,0,3.6065672917938465,1,serious
textarea,1,0,1,3.2959193399632816,0,serious
input,0,0,0,1.9600460526025856,1,serious
textarea,0,0,1,12.34159941147062,0,serious
img,1,0,1,5.857724732495781,0,minor
textarea,1,0,0,15.68767282709901,0,serious
div,0,1,0,14.724998717150145,1,moderate
button,0,0,1,7.362214848166339,0,minor
div,0,1,1,4.536033329281287,0,minor
button,0,1,0,3.048006995920024,1,moderate
a,0,1,1,15.746305476261941,1,minor
div,1,1,0,10.008819908518664,0,minor
a,1,0,0,7.470598283562778,0,minor
input,1,1,1,18.133060316126244,0,minor
input,1,1,0,12.872264331387681,1,moderate
img,0,1,0,11.360046727931689,0,serious
textarea,0,1,1,15.867583299512315,0,minor
div,0,1,0,17.311662804705765,1,moderate
a,1,0,0,14.72146310845439,1,moderate
button,1,0,0,9.800126371987053,0,minor
input,1,1,0,8.585975853443749,1,moderate
textarea,0,0,1,16.433298765454044,0,serious
input,1,0,0,11.358143212805722,0,serious
button,0,1,1,15.087721570347526,1,minor
textarea,0,1,0,18.807975781611038,0,minor
textarea,0,1,1,19.317812694734062,0,minor
a,0,0,0,6.554312784811453,1,moderate
a,0,1,1,4.757799005450282,0,minor
div,0,0,0,6.225747206736758,1,moderate
div,1,0,0,16.027435410710055,0,minor
select,0,0,0,8.401160720923203,1,serious
select,0,1,0,4.467785616826595,1,moderate
img,1,0,1,2.9677098501393853,1,critical
input,0,1,1,7.546263776593757,1,minor
div,1,1,0,3.7227288070102262,1,moderate
a,1,1,1,4.127472250666139,1,moderate
button,1,1,0,14.677679468925403,0,minor
a,0,1,0,1.3946419133681056,0,critical
input,0,0,1,3.35106523250876,1,serious
select,1,0,1,17.88730982426193,0,serious
a,0,0,1,17.898281700365064,1,minor
img,0,0,0,7.584869575271539,1,serious
input,1,0,0,2.75906016737458,0,serious
select,1,1,1,15.099406676144117,1,minor
button,0,1,0,8.202633755477487,0,minor
select,1,0,1,1.9092925440985167,1,serious
textarea,1,0,1,4.156539625995971,1,serious
img,1,0,1,3.744296239280486,0,moderate
input,0,1,1,12.782326876553244,1,minor
button,0,1,1,18.962351672071225,1,minor
img,0,1,1,16.86144066646915,1,serious
select,1,0,0,11.9303209003446,0,serious
img,0,0,0,9.443103298549602,0,serious
input,1,0,1,13.373534181377298,0,serious
div,0,0,1,9.876254819601616,0,minor
img,0,1,1,5.921982451526318,0,serious
textarea,1,0,0,14.583949107045592,1,serious
img,0,0,1,18.46487891482642,0,serious
select,1,0,1,8.45740661361721,0,serious
select,0,1,1,17.83076935382674,1,minor
button,0,1,0,9.621640929669809,1,moderate
select,1,0,1,9.02671886198852,0,serious
a,1,1,0,1.5664871509405534,1,critical
input,1,1,0,14.905578027348206,1,moderate
input,0,1,1,17.150050502276457,1,minor
div,0,1,0,14.27113839117122,0,minor
div,0,1,0,4.0272190278388695,1,moderate
input,1,0,0,3.0658693510528625,1,serious
textarea,1,0,1,12.45717503237079,0,serious
div,1,0,0,9.030325083692038,1,moderate
button,0,1,1,9.581955669711792,1,minor
select,0,1,1,20.356004934860152,0,minor
input,1,1,1,15.478453423861309,0,minor
div,0,1,0,9.235754784155134,0,minor
input,1,0,1,1.3819855968342978,1,serious
a,0,0,0,1.6819139570654054,0,critical
img,0,0,0,14.696073912917123,0,serious
select,1,0,0,17.75477519035528,1,serious
input,0,0,0,15.154052590993675,1,serious
img,0,0,1,9.117755052094509,1,serious
div,1,1,1,1.6227147586113913,1,critical
img,1,1,0,20.348032604704596,1,moderate
select,0,0,1,20.726721243161734,0,serious
input,1,1,1,11.987291028885373,0,minor
a,0,0,1,2.4134192939021117,0,critical
textarea,1,0,0,11.819450118289337,1,serious
div,0,1,1,18.846769404416168,0,minor
input,0,0,0,14.599710202564271,1,serious
select,1,0,1,15.399784620654486,1,serious
div,0,0,0,2.6993967486449857,0,critical
button,0,1,0,3.130232740636029,0,moderate
img,1,1,0,3.5469755275177053,1,moderate
textarea,1,1,1,19.08753667321985,1,minor
select,0,1,0,11.516992725276266,0,minor
button,1,0,1,16.831501927859826,0,minor
input,1,1,0,3.3058251976720046,1,moderate
a,0,1,1,19.5528541101719,1,minor
div,0,1,0,17.422841829944204,1,moderate
img,1,0,1,5.495282895507122,1,minor
div,1,1,0,18.48364466587907,0,minor
textarea,1,1,0,6.268855187936186,0,minor
input,0,0,0,5.106797586781131,1,serious
div,0,0,1,6.284878736244247,1,minor
img,0,0,0,19.199101265452185,0,serious
input,0,0,0,19.31183971029739,1,serious
div,0,1,0,7.579915493759376,1,moderate
a,0,0,0,15.108683701891024,1,moderate
select,0,1,1,14.514905103283665,1,minor
input,1,1,0,17.131252642608064,1,moderate
select,1,1,0,6.930190002842622,1,moderate
input,0,1,1,11.202770838208037,0,minor
a,0,1,1,14.353479020165738,1,minor
select,0,0,1,1.525136376198121,0,serious
button,1,1,0,8.534774906619093,0,minor
img,0,1,1,14.91776715357138,0,serious
button,1,1,1,6.051901862382668,1,minor
div,1,0,1,20.154082140129745,1,minor
a,1,1,0,1.603227430136779,1,critical
button,1,1,0,20.161743751748457,0,minor
input,1,0,0,5.335277360208001,0,serious
div,0,1,1,1.9764408385073997,1,critical
div,0,1,0,6.84948066447115,1,moderate
button,1,0,1,16.725646145804504,0,minor
button,0,1,1,16.04884012896106,0,minor
a,1,1,1,5.1768083284558415,0,minor
img,1,1,0,4.935802671835988,1,moderate
button,0,1,1,13.851598316090815,0,minor
textarea,0,1,1,10.16165379351461,0,minor
button,0,0,0,16.845799066618046,0,minor
select,0,0,1,1.4826555738510718,1,serious
input,0,0,1,13.208237215211422,1,serious
textarea,1,1,1,15.613440244797518,1,minor
textarea,0,1,0,20.86772224057338,0,minor
select,0,1,1,14.575633884736938,0,minor
select,0,0,0,5.636903130999325,0,serious
div,1,1,0,3.1637238976007755,0,moderate
img,0,1,1,13.818335492881507,1,serious
input,1,1,1,11.463661350364319,0,minor
a,0,0,1,18.982905768900327,0,minor
textarea,0,0,1,15.5321604236255,1,serious
a,1,1,0,11.194849000852413,0,minor
button,0,1,0,9.071789415302952,0,minor
button,0,1,1,9.087493991416405,0,minor
a,1,0,0,5.526085723024691,1,moderate
button,0,0,1,1.3465194351139411,0,critical
img,1,0,1,12.498211764142123,1,minor
select,1,1,1,5.248294650464304,0,minor
button,1,0,1,5.16653835456083,1,minor
div,1,1,0,3.50762457352961,1,moderate
button,1,1,0,4.791909803533855,1,moderate
input,0,0,1,1.6357829911027535,0,serious
img,0,1,1,14.48462899497064,0,serious
input,0,0,0,9.027942326253886,1,serious
input,1,1,0,12.230491975462902,1,moderate
div,1,1,0,13.739152360415991,0,minor
img,1,0,1,20.449691245523184,1,minor
img,1,1,0,2.3653173171100197,0,critical
img,0,1,1,9.35835369662876,0,serious
img,0,1,1,5.917958670529621,1,serious
img,1,1,0,10.534238637136284,1,moderate
div,1,1,1,19.409446012277762,0,minor
button,0,1,0,15.479685304963025,0,minor
input,1,1,1,14.238991729597867,0,minor
img,1,1,1,9.824917528623548,1,minor
textarea,1,0,1,14.422249967488717,0,serious
button,0,0,1,1.6475075454881618,1,critical
button,0,1,1,12.72477344059789,1,minor
input,1,1,1,12.075531251984964,0,minor
div,0,0,0,7.932808639263857,1,moderate
a,1,1,0,5.030282508482168,1,moderate
a,1,0,1,17.15111101998602,1,minor
button,0,0,0,2.0772422891019295,1,critical
select,1,0,1,2.3934572884717555,0,serious
select,1,1,0,9.810434879682932,0,minor
input,0,1,0,6.051090948172101,1,moderate
a,1,1,1,15.909048270140408,1,minor
button,1,0,0,13.68380153842382,1,moderate
div,1,0,1,16.45069592253263,1,minor
a,0,0,0,7.493579126756021,1,moderate
button,1,1,1,15.810378792357348,0,minor
button,0,0,0,18.24606472052798,0,minor
img,1,0,1,7.905489888371434,0,minor
div,1,1,0,7.797916423236668,0,minor
img,1,0,1,18.999028078128525,1,minor
input,1,0,0,1.9958050637541827,1,serious
img,0,1,1,8.003788114616887,0,serious
textarea,0,1,0,3.3734498414360816,0,moderate
img,1,0,1,1.5796118049995247,0,critical
textarea,1,1,0,3.2573883529364425,1,moderate
a,1,0,1,9.624915823605539,1,minor
select,1,1,1,14.739121384555816,1,minor
button,1,0,1,6.785648488839259,0,minor
textarea,1,1,1,17.993506148022494,0,minor
div,1,0,0,9.752312574767,1,moderate
img,1,1,0,20.36456101923487,1,moderate
textarea,0,1,0,20.083113388874,1,moderate
div,0,1,1,16.4655244533363,0,minor
select,0,1,1,19.648109922932363,1,minor
select,1,1,1,15.141921523222232,1,minor
img,1,1,1,18.91166379982363,0,minor
input,1,1,1,5.72947434732613,1,minor
img,0,0,0,7.908404003535972,1,serious
a,1,0,0,16.05860132009723,1,moderate
textarea,0,1,0,9.491224764131143,1,moderate
button,1,1,1,17.74654867649036,0,minor
input,0,0,1,18.5527774317555,1,serious
img,0,0,1,6.994589694418497,0,serious
div,0,1,1,17.46901616379147,1,minor
input,1,0,1,4.085285421303001,0,serious
textarea,0,0,1,7.6839342307369805,1,serious
input,1,1,1,11.359299022427779,1,minor
textarea,1,1,0,5.528875242077843,0,minor
img,1,1,0,12.585356591503986,1,moderate
textarea,1,0,1,12.57390157435293,1,serious
input,1,1,1,5.138057897018115,0,minor
div,0,1,1,16.912826897709134,1,minor
select,1,0,0,13.632889788229937,1,serious
input,1,1,0,7.355210136499085,1,moderate
textarea,1,0,1,5.6436956694058384,1,serious
select,1,0,0,18.57500277668987,1,serious
textarea,1,0,0,17.714844904493052,0,serious
div,0,0,0,5.595213497110526,0,minor
textarea,0,0,1,1.7121045303301754,1,serious
img,1,0,0,17.090651914862477,1,moderate
button,0,1,0,13.310171105300862,0,minor
input,0,1,1,3.017640561069194,0,moderate
button,1,1,1,12.747164124377903,0,minor
textarea,0,0,0,10.043653707233885,0,serious
div,1,1,1,16.49100654947383,0,minor
input,0,0,0,5.181696843174601,0,serious
textarea,0,1,0,10.06313488610053,1,moderate
select,0,0,1,4.1248822850383355,1,serious
a,1,1,1,20.150544556216932,1,minor
textarea,0,0,0,16.574763138503283,1,serious
button,0,1,1,15.73444853002793,1,minor
input,1,0,1,14.804133300416039,0,serious
button,1,1,0,9.466728849327634,0,minor
input,0,0,0,19.465648314062896,0,serious
textarea,1,1,0,2.458340238540108,0,critical
img,0,1,0,17.065181433579035,0,serious
select,0,1,0,5.304654642114654,0,minor
textarea,1,0,0,7.480559112676961,1,serious
button,1,0,1,11.388594579346167,1,minor
a,1,0,1,16.653100221111593,0,minor
a,0,0,0,17.770698153074733,1,moderate
div,1,0,1,12.674645003202498,0,minor
input,0,1,1,9.060709778693704,1,minor
button,1,0,0,19.9300484280642,0,minor
div,0,1,1,5.9304259167873665,0,minor
button,1,1,1,17.061891517612708,1,minor
input,0,0,0,13.240992428963064,0,serious
textarea,1,1,1,8.537900337704276,1,minor
textarea,0,0,1,1.027359687270736,1,serious
a,1,0,0,9.931986026972536,0,minor
textarea,1,0,1,6.534399950845986,0,serious
textarea,0,1,1,3.086932266511212,0,moderate
img,1,0,1,2.503171306761697,1,critical
a,0,0,0,7.95116654623204,1,moderate
div,0,0,0,13.295147774812971,0,minor
select,1,1,1,17.75038630729547,0,minor
img,0,0,1,4.6712648989465375,0,serious
div,1,1,0,9.492879426180993,0,minor
input,1,1,0,8.839122802843043,0,minor
img,0,0,1,11.267880184170313,0,serious
div,1,1,0,17.191745416191058,0,minor
input,0,1,1,12.072904359984697,1,minor
a,0,0,1,17.933098270045882,1,minor
select,1,0,0,11.371035121379554,0,serious
input,1,0,0,13.07694730362543,0,serious
textarea,0,1,1,9.747664849859795,1,minor
button,0,0,1,17.461911605912675,0,minor
input,1,1,0,19.476544127293053,1,moderate
input,1,1,1,13.782894762462913,1,minor
select,1,1,0,17.415648983458077,0,minor
button,1,1,0,2.180066679982006,1,critical
textarea,0,1,0,19.12223502893315,1,moderate
div,1,0,0,4.778501336782492,0,minor
div,0,0,0,6.130408546516159,0,minor
input,0,1,1,2.066601364134925,1,critical
button,1,1,0,20.30800233948118,0,minor
button,0,0,0,18.040216989767526,1,moderate
textarea,1,0,0,19.263692081821677,1,serious
select,0,1,0,17.9443233552003,1,moderate
a,1,1,0,10.590611054425777,1,moderate
div,0,0,0,19.48163868181527,1,moderate
select,0,0,0,20.389456408543765,1,serious
img,1,1,1,11.051339535787951,0,minor
div,1,0,1,4.512495626576763,0,minor
select,0,0,1,14.172450179261887,0,serious
div,0,1,1,20.508765797071412,0,minor
a,1,1,0,18.4429371971775,1,moderate
img,0,1,1,18.23630352291815,1,serious
a,1,0,0,19.676360336145642,1,moderate
textarea,0,1,1,18.87904521105094,1,minor
img,1,0,1,16.52563328036586,1,minor
input,0,1,0,15.365456643236545,0,minor
select,1,1,0,6.295343474895087,0,minor
img,1,0,1,13.426800428568985,0,minor
textarea,0,0,1,11.42977243411779,1,serious
textarea,1,1,1,18.238881831619825,1,minor
a,0,1,1,10.83425146980144,0,minor
div,1,0,0,3.554855270853782,1,moderate
img,1,1,1,1.0994497064469835,1,critical
select,1,0,1,14.557462409373304,0,serious
img,0,0,1,11.998167742543231,1,serious
button,1,1,1,7.619258087168967,0,minor
div,0,0,1,4.3794430007578065,0,moderate
select,1,0,0,10.334306448078042,0,serious
select,0,0,0,3.005729449578113,0,serious
input,0,1,0,7.722169784422862,1,moderate
a,0,0,0,8.584238124712687,1,moderate
input,1,1,0,10.312373896759244,1,moderate
select,0,1,1,10.332415026776937,0,minor
div,1,1,0,6.140112869485545,1,moderate
img,0,0,0,18.004219632039753,0,serious
img,0,0,1,8.110870125134912,1,serious
div,0,1,0,5.591746177850327,1,moderate
select,0,1,0,4.516197668211804,0,minor
textarea,1,0,0,7.451567890066712,1,serious
